FEN,REAL,SYNTHETIC
rnbqk2r/pp1p1pbp/5pp1/2pP4/2P5/2N5/PP2PPPP/R2QKBNR,game5_frame_001444.png,game5_frame_001444.png
rnbq1rk1/pp1p1pbp/5pp1/2pP4/2P5/2N5/PP2PPPP/R2QKBNR,game5_frame_001656.png,game5_frame_001656.png
rnbq1rk1/pp1p1pbp/5pp1/2pP4/2P5/2N1P3/PP3PPP/R2QKBNR,game5_frame_001840.png,game5_frame_001840.png
rnbq1rk1/pp1p1pbp/6p1/2pP1p2/2P5/2N1P3/PP3PPP/R2QKBNR,game5_frame_001908.png,game5_frame_001908.png
rnbq1rk1/pp1p1pbp/6p1/2pP1p2/2P5/2N1P1P1/PP3P1P/R2QKBNR,game5_frame_002360.png,game5_frame_002360.png
rnbq1rk1/pp3pbp/3p2p1/2pP1p2/2P5/2N1P1P1/PP3P1P/R2QKBNR,game5_frame_002472.png,game5_frame_002472.png
rnbq1rk1/pp3pbp/3p2p1/2pP1p2/2P5/2N1P1P1/PP3PBP/R2QK1NR,game5_frame_002516.png,game5_frame_002516.png
rnbq1rk1/p4pbp/3p2p1/1ppP1p2/2P5/2N1P1P1/PP3PBP/R2QK1NR,game5_frame_002552.png,game5_frame_002552.png
rnbq1rk1/p4pbp/3p2p1/1PpP1p2/8/2N1P1P1/PP3PBP/R2QK1NR,game5_frame_002852.png,game5_frame_002852.png
rnbq1rk1/5pbp/p2p2p1/1PpP1p2/8/2N1P1P1/PP3PBP/R2QK1NR,game5_frame_002880.png,game5_frame_002880.png
rnbq1rk1/5pbp/P2p2p1/2pP1p2/8/2N1P1P1/PP3PBP/R2QK1NR,game5_frame_002924.png,game5_frame_002924.png
rn1q1rk1/5pbp/b2p2p1/2pP1p2/8/2N1P1P1/PP3PBP/R2QK1NR,game5_frame_003100.png,game5_frame_003100.png
rn1q1rk1/5pbp/b2p2p1/2pP1p2/8/2N1P1P1/PP2NPBP/R2QK2R,game5_frame_003140.png,game5_frame_003140.png
r2q1rk1/3n1pbp/b2p2p1/2pP1p2/8/2N1P1P1/PP2NPBP/R2QK2R,game5_frame_003264.png,game5_frame_003264.png
r2q1rk1/3n1pbp/b2p2p1/2pP1p2/8/2N1P1P1/PP2NPBP/R2Q1RK1,game5_frame_003720.png,game5_frame_003720.png
r2q1rk1/5pbp/b2p2p1/2pPnp2/8/2N1P1P1/PP2NPBP/R2Q1RK1,game5_frame_003788.png,game5_frame_003788.png
r2q1rk1/5pbp/b2p2p1/2pPnp2/8/2N1P1P1/PPQ1NPBP/R4RK1,game5_frame_004168.png,game5_frame_004168.png
r4rk1/5pbp/b2p2p1/q1pPnp2/8/2N1P1P1/PPQ1NPBP/R4RK1,game5_frame_004264.png,game5_frame_004264.png
r4rk1/5pbp/b2p2p1/q1pPnp2/8/2N1P1P1/PPQ1NPBP/R2R2K1,game5_frame_004604.png,game5_frame_004604.png
r4rk1/5pbp/b2p2p1/q1pP1p2/2n5/2N1P1P1/PPQ1NPBP/R2R2K1,game5_frame_004752.png,game5_frame_004752.png
r4rk1/5pbp/b2p2p1/q1pP1p2/2n5/2N1P1P1/PPQ1NPBP/2RR2K1,game5_frame_005160.png,game5_frame_005160.png
r4rk1/5pbp/b2p2p1/q1pP1p2/8/2N1P1P1/PnQ1NPBP/2RR2K1,game5_frame_005560.png,game5_frame_005560.png
r4rk1/5pbp/b2p2p1/q1pP1p2/8/2N1P1P1/PQ2NPBP/2RR2K1,game5_frame_005792.png,game5_frame_005792.png
r4rk1/5pbp/3p2p1/q1pP1p2/8/2N1P1P1/PQ2bPBP/2RR2K1,game5_frame_005828.png,game5_frame_005828.png
r4rk1/5pbp/3p2p1/q1pP1p2/8/2N1P1P1/P3QPBP/2RR2K1,game5_frame_006280.png,game5_frame_006280.png
r4rk1/5p1p/3p2p1/q1pP1p2/8/2b1P1P1/P3QPBP/2RR2K1,game5_frame_006320.png,game5_frame_006320.png
r4rk1/5p1p/3p2p1/q1pP1p2/7P/2b1P1P1/P3QPB1/2RR2K1,game5_frame_006640.png,game5_frame_006640.png
r4rk1/5p1p/3p2p1/q1pPbp2/7P/4P1P1/P3QPB1/2RR2K1,game5_frame_006956.png,game5_frame_006956.png
r4rk1/5p1p/3p2p1/q1pPbp2/7P/4P1P1/P1R1QPB1/3R2K1,game5_frame_007196.png,game5_frame_007196.png
rr4k1/5p1p/3p2p1/q1pPbp2/7P/4P1P1/P1R1QPB1/3R2K1,game5_frame_007236.png,game5_frame_007236.png
rr4k1/5p1p/3p2p1/q1pPbp1P/8/4P1P1/P1R1QPB1/3R2K1,game5_frame_007436.png,game5_frame_007436.png
rr4k1/5p1p/q2p2p1/2pPbp1P/8/4P1P1/P1R1QPB1/3R2K1,game5_frame_007544.png,game5_frame_007544.png
1r4k1/5p1p/r2p2p1/2pPbp1P/8/4P1P1/P1R2PB1/3R2K1,game5_frame_008620.png,game5_frame_008620.png
1r4k1/5p1p/r2p2P1/2pPbp2/8/4P1P1/P1R2PB1/3R2K1,game5_frame_008652.png,game5_frame_008652.png
1r4k1/7p/r2p2p1/2pPbp2/8/4P1P1/P1R2PB1/3R2K1,game5_frame_009020.png,game5_frame_009020.png
1r4k1/7p/r2p2p1/2pPbp2/8/4P1P1/P1R2P2/3R1BK1,game5_frame_009308.png,game5_frame_009308.png
1r4k1/7p/3p2p1/2pPbp2/8/r3P1P1/P1R2P2/3R1BK1,game5_frame_009332.png,game5_frame_009332.png
1r4k1/7p/3p2p1/2pPbp2/8/r2RP1P1/P1R2P2/5BK1,game5_frame_009500.png,game5_frame_009500.png
1r4k1/7p/3p2p1/2pPbp2/8/3rP1P1/P1R2P2/5BK1,game5_frame_011108.png,game5_frame_011108.png
1r4k1/7p/3p2p1/2pPbp2/8/3BP1P1/P1R2P2/6K1,game5_frame_011152.png,game5_frame_011152.png
1r6/5k1p/3p2p1/2pPbp2/8/3BP1P1/P1R2P2/6K1,game5_frame_011364.png,game5_frame_011364.png
1r6/5k1p/3p2p1/2pPbp2/8/3BP1P1/P1R2PK1/8,game5_frame_011488.png,game5_frame_011488.png
8/5k1p/3p2p1/2pPbp2/8/3BP1P1/P1R2PK1/1r6,game5_frame_011884.png,game5_frame_011884.png
8/5k1p/3p2p1/2pPbp2/P7/3BP1P1/2R2PK1/1r6,game5_frame_013728.png,game5_frame_013728.png
8/5k1p/3p2p1/2pPbp2/P7/3BP1P1/2R2PK1/r7,game5_frame_014008.png,game5_frame_014008.png
8/5k1p/3p2p1/1BpPbp2/P7/4P1P1/2R2PK1/r7,game5_frame_014124.png,game5_frame_014124.png
8/4k2p/3p2p1/1BpPbp2/P7/4P1P1/2R2PK1/r7,game5_frame_014148.png,game5_frame_014148.png
8/4k2p/3p2p1/1BpPbp2/P7/4P1P1/3R1PK1/r7,game5_frame_014872.png,game5_frame_014872.png
3k4/7p/3p2p1/1BpPbp2/P7/4P1P1/3R1PK1/r7,game5_frame_014972.png,game5_frame_014972.png
3k4/7p/3p2p1/1BpPbp2/P7/4P1P1/4RPK1/r7,game5_frame_015364.png,game5_frame_015364.png
8/2k4p/3p2p1/1BpPbp2/P7/4P1P1/4RPK1/r7,game5_frame_017528.png,game5_frame_017528.png
8/2k4p/3p2p1/1BpPbp2/P4P2/4P1P1/4R1K1/r7,game5_frame_018124.png,game5_frame_018124.png
8/2k4p/3p2p1/1BpP1p2/P4P2/2b1P1P1/4R1K1/r7,game5_frame_018568.png,game5_frame_018568.png
8/2k4p/3p2p1/1BpP1p2/P3PP2/2b3P1/4R1K1/r7,game5_frame_018764.png,game5_frame_018764.png
8/2k4p/3p2p1/1BpP1p2/P3PP2/2b3P1/4R1K1/3r4,game5_frame_018928.png,game5_frame_018928.png
8/2k4p/3p2p1/1BpPPp2/P4P2/2b3P1/4R1K1/3r4,game5_frame_020172.png,game5_frame_020172.png
8/2k4p/6p1/1BpPpp2/P4P2/2b3P1/4R1K1/3r4,game5_frame_024528.png,game5_frame_024528.png
8/2k4p/6p1/1BpPPp2/P7/2b3P1/4R1K1/3r4,game5_frame_024560.png,game5_frame_024560.png
8/2k4p/6p1/1BprPp2/P7/2b3P1/4R1K1/8,game5_frame_024600.png,game5_frame_024600.png
8/2k4p/4Pbp1/1Bpr1p2/P7/6P1/4R1K1/8,game5_frame_027424.png,game5_frame_027424.png
8/2k1P2p/5bp1/1Bpr1p2/P7/6P1/4R1K1/8,game5_frame_024756.png,game5_frame_024756.png
8/2k1b2p/6p1/1Bpr1p2/P7/6P1/4R1K1/8,game5_frame_024772.png,game5_frame_024772.png
8/4R2p/1k4p1/1Bpr1p2/P7/6P1/6K1/8,game5_frame_024812.png,game5_frame_024812.png
8/7R/1k4p1/1Bpr1p2/P7/6P1/6K1/8,game5_frame_025004.png,game5_frame_025004.png
8/7R/6p1/kBpr1p2/P7/6P1/6K1/8,game5_frame_025024.png,game5_frame_025024.png
8/6R1/6p1/kBpr1p2/P7/6P1/6K1/8,game5_frame_025284.png,game5_frame_025284.png
8/6R1/3r2p1/kBp2p2/P7/6P1/6K1/8,game5_frame_025744.png,game5_frame_025744.png
4B3/6R1/3r2p1/k1p2p2/P7/6P1/6K1/8,game5_frame_027140.png,game5_frame_027140.png
4B3/6R1/3r2p1/k4p2/P1p5/6P1/6K1/8,game5_frame_028056.png,game5_frame_028056.png
8/6R1/3r2B1/k4p2/P1p5/6P1/6K1/8,game5_frame_028228.png,game5_frame_028228.png
8/6R1/5rB1/k4p2/P1p5/6P1/6K1/8,game5_frame_028852.png,game5_frame_028852.png
4B3/6R1/5r2/k4p2/P1p5/6P1/6K1/8,game5_frame_029860.png,game5_frame_029860.png
4B3/6R1/5r2/k4p2/P7/2p3P1/6K1/8,game5_frame_029960.png,game5_frame_029960.png
4B3/2R5/5r2/k4p2/P7/2p3P1/6K1/8,game5_frame_030000.png,game5_frame_030000.png
4B3/2R5/5r2/5p2/Pk6/2p3P1/6K1/8,game5_frame_030036.png,game5_frame_030036.png
4B3/2R5/5r2/5p2/Pk6/2p3P1/5K2/8,game5_frame_031272.png,game5_frame_031272.png
4B3/2R5/5r2/5p2/P7/1kp3P1/5K2/8,game5_frame_031428.png,game5_frame_031428.png
8/2R5/5r2/1B3p2/P7/1kp3P1/5K2/8,game5_frame_031960.png,game5_frame_031960.png
8/2R5/3r4/1B3p2/P7/1kp3P1/5K2/8,game5_frame_032060.png,game5_frame_032060.png
8/2R5/3r4/1B3p2/P7/1kp1K1P1/8/8,game5_frame_032120.png,game5_frame_032120.png
8/2R5/4r3/1B3p2/P7/1kp1K1P1/8/8,game5_frame_032488.png,game5_frame_032488.png
8/2R5/4r3/1B3p2/P2K4/1kp3P1/8/8,game5_frame_032852.png,game5_frame_032852.png
8/2R5/3r4/1B3p2/P2K4/1kp3P1/8/8,game5_frame_032988.png,game5_frame_032988.png
8/2R5/3r4/1B3p2/P7/1kp1K1P1/8/8,game5_frame_033260.png,game5_frame_033260.png
8/2R5/4r3/1B3p2/P7/1kp1K1P1/8/8,game5_frame_033416.png,game5_frame_033416.png
8/2R5/4r3/1B3p2/P7/1kp2KP1/8/8,game5_frame_033636.png,game5_frame_033636.png
8/2R5/3r4/1B3p2/P7/1kp2KP1/8/8,game5_frame_034084.png,game5_frame_034084.png
8/2R5/3r4/PB3p2/8/1kp2KP1/8/8,game5_frame_034412.png,game5_frame_034412.png
8/2R5/3r4/PB3p2/8/1k3KP1/2p5/8,game5_frame_034352.png,game5_frame_034352.png
8/2R5/P2r4/1B3p2/8/1k3KP1/2p5/8,game5_frame_034436.png,game5_frame_034436.png
8/2R5/P2r4/1B3p2/8/5KP1/1kp5/8,game5_frame_034536.png,game5_frame_034536.png
8/P1R5/3r4/1B3p2/8/5KP1/1kp5/8,game5_frame_034576.png,game5_frame_034576.png
3r4/P1R5/8/1B3p2/8/5KP1/1kp5/8,game5_frame_034592.png,game5_frame_034592.png
3r4/P7/8/1B3p2/8/5KP1/2k5/8,game5_frame_034668.png,game5_frame_034668.png
3r4/P7/8/1B3p2/8/5KP1/2k5/8,game5_frame_034668.png,game5_frame_034668.png
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,game6_frame_000036.png,game6_frame_000036.png
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR,game6_frame_000532.png,game6_frame_000532.png
rnbqkbnr/ppp1pppp/8/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR,game6_frame_000600.png,game6_frame_000600.png
rnbqkbnr/ppp2ppp/4p3/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR,game6_frame_000616.png,game6_frame_000616.png
rnbqkbnr/ppp2ppp/4p3/3p4/3P1B2/4P3/PPP2PPP/RN1QKBNR,game6_frame_000636.png,game6_frame_000636.png
rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/4P3/PPP2PPP/RN1QKBNR,game6_frame_000692.png,game6_frame_000692.png
rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/4P3/PPPN1PPP/R2QKBNR,game6_frame_000788.png,game6_frame_000788.png
rnbqk2r/ppp2ppp/3bpn2/3p4/3P4/4P1B1/PPPN1PPP/R2QKBNR,game6_frame_000824.png,game6_frame_000824.png
rnbqk2r/p1p2ppp/1p1bpn2/3p4/3P4/4P1B1/PPPN1PPP/R2QKBNR,game6_frame_000960.png,game6_frame_000960.png
rnbqk2r/p1p2ppp/1p1bpn2/3p4/3P4/2P1P1B1/PP1N1PPP/R2QKBNR,game6_frame_001024.png,game6_frame_001024.png
rn1qk2r/pbp2ppp/1p1bpn2/3p4/3P4/2P1PNB1/PP1N1PPP/R2QKB1R,game6_frame_001060.png,game6_frame_001060.png
rn1q1rk1/pbp2ppp/1p1bpn2/3p4/3P4/2P1PNB1/PP1N1PPP/R2QKB1R,game6_frame_001100.png,game6_frame_001100.png
rn1q1rk1/pbp2ppp/1p1bpn2/3p4/3P4/2PBPNB1/PP1N1PPP/R2QK2R,game6_frame_001216.png,game6_frame_001216.png
rn1q1rk1/pbp2ppp/1p1bp3/3p4/3Pn3/2PBPNB1/PP1N1PPP/R2QK2R,game6_frame_001252.png,game6_frame_001252.png
rn1q1rk1/pbp2ppp/1p1bp3/3p4/3Pn2B/2PBPN2/PP1N1PPP/R2QK2R,game6_frame_001680.png,game6_frame_001680.png
rn1q1rk1/pbp3pp/1p1bpp2/3p4/3Pn2B/2PBPN2/PP1N1PPP/R2QK2R,game6_frame_002000.png,game6_frame_002000.png
rn1q1rk1/pbp3pp/1p1bpp2/3p4/3Pn2B/2PBPN2/PPQN1PPP/R3K2R,game6_frame_002260.png,game6_frame_002260.png
rn1q1rk1/pbp3pp/1p1bpp2/3p4/3P3B/2PBPN2/PPQn1PPP/R3K2R,game6_frame_003248.png,game6_frame_003248.png
rn1q1rk1/pbp3pB/1p1bpp2/3p4/3P3B/2P1PN2/PPQn1PPP/R3K2R,game6_frame_003604.png,game6_frame_003604.png
rn1q1r1k/pbp3pB/1p1bpp2/3p4/3P3B/2P1PN2/PPQn1PPP/R3K2R,game6_frame_003724.png,game6_frame_003724.png
rn1q1r1k/pbp3pB/1p1bpp2/3p4/3P3B/2P1P3/PPQN1PPP/R3K2R,game6_frame_003904.png,game6_frame_003904.png
rn1q1r1k/pbp4B/1p1bpp2/3p2p1/3P3B/2P1P3/PPQN1PPP/R3K2R,game6_frame_004184.png,game6_frame_004184.png
rn1q1r1k/pbp4B/1p1bpp2/3p2p1/3P4/2P1P1B1/PPQN1PPP/R3K2R,game6_frame_004400.png,game6_frame_004400.png
rn1q1r1k/pbp4B/1p1bp3/3p1pp1/3P4/2P1P1B1/PPQN1PPP/R3K2R,game6_frame_004460.png,game6_frame_004460.png
rn1q1r1k/pbp4B/1p1Bp3/3p1pp1/3P4/2P1P3/PPQN1PPP/R3K2R,game6_frame_004768.png,game6_frame_004768.png
rn3r1k/pbp4B/1p1qp3/3p1pp1/3P4/2P1P3/PPQN1PPP/R3K2R,game6_frame_005196.png,game6_frame_005196.png
rn3r1k/pbp5/1p1qp1B1/3p1pp1/3P4/2P1P3/PPQN1PPP/R3K2R,game6_frame_005236.png,game6_frame_005236.png
rn3r2/pbp3k1/1p1qp1B1/3p1pp1/3P4/2P1P3/PPQN1PPP/R3K2R,game6_frame_005300.png,game6_frame_005300.png
rn3r2/pbp3k1/1p1qp3/3p1ppB/3P4/2P1P3/PPQN1PPP/R3K2R,game6_frame_005360.png,game6_frame_005360.png
rn5r/pbp3k1/1p1qp3/3p1ppB/3P4/2P1P3/PPQN1PPP/R3K2R,game6_frame_005384.png,game6_frame_005384.png
rn6/pbp3k1/1p1qp3/3p1pp1/3P4/2P1P3/PPQNBPPr/R3K2R,game6_frame_006224.png,game6_frame_006224.png
rn6/pbp3k1/1p1qp3/3p1pp1/3P4/2P1P3/PPQNBPPr/2KR3R,game6_frame_006500.png,game6_frame_006500.png
r7/pbpn2k1/1p1qp3/3p1pp1/3P4/2P1P3/PPQNBPPr/2KR3R,game6_frame_006760.png,game6_frame_006760.png
r7/pbpn2k1/1p1qp3/3p1pp1/3P4/2P1PN2/PPQ1BPPr/2KR3R,game6_frame_008000.png,game6_frame_008000.png
r7/pbpn2k1/1p1qp3/3p1pp1/3P4/2P1PN2/PPQ1BPP1/2K4R,game6_frame_008088.png,game6_frame_008088.png
r7/pbpn2k1/1p1qp3/3p1p2/3P2p1/2P1PN2/PPQ1BPP1/2K4R,game6_frame_008644.png,game6_frame_008644.png
r7/pbpn2k1/1p1qp3/3p1pN1/3P2p1/2P1P3/PPQ1BPP1/2K4R,game6_frame_009844.png,game6_frame_009844.png
r7/pbp3k1/1p1qpn2/3p1pN1/3P2p1/2P1P3/PPQ1BPP1/2K4R,game6_frame_011180.png,game6_frame_011180.png
r7/pbp3k1/1p1qpn2/3p1pN1/3P1Pp1/2P1P3/PPQ1B1P1/2K4R,game6_frame_011688.png,game6_frame_011688.png
r7/p1p3k1/1pbqpn2/3p1pN1/3P1Pp1/2P1P3/PPQ1B1P1/2K4R,game6_frame_016936.png,game6_frame_016936.png
r7/p1p3k1/1pbqpn2/3p1pN1/3P1Pp1/2PBP3/PPQ3P1/2K4R,game6_frame_017664.png,game6_frame_017664.png
r7/p1pq2k1/1pb1pn2/3p1pN1/3P1Pp1/2PBP3/PPQ3P1/2K4R,game6_frame_019768.png,game6_frame_019768.png
r7/p1pq2k1/1pb1pn2/3p1pN1/3P1Pp1/2PBP1P1/PPQ5/2K4R,game6_frame_020160.png,game6_frame_020160.png
7r/p1pq2k1/1pb1pn2/3p1pN1/3P1Pp1/2PBP1P1/PPQ5/2K4R,game6_frame_020508.png,game6_frame_020508.png
7k/p1pq4/1pb1pn2/3p1pN1/3P1Pp1/2PBP1P1/PP5Q/2K5,game6_frame_020564.png,game6_frame_020564.png
8/p1pq2k1/1pb1pn2/3p1pN1/3P1Pp1/2PBP1P1/PP5Q/2K5,game6_frame_020708.png,game6_frame_020708.png
8/p1pq2k1/1pb1pn2/3p1pN1/3P1Pp1/1PPBP1P1/P6Q/2K5,game6_frame_021964.png,game6_frame_021964.png
4q3/p1p3k1/1pb1pn2/3p1pN1/3P1Pp1/1PPBP1P1/P6Q/2K5,game6_frame_022164.png,game6_frame_022164.png
4q3/p1pb2k1/1p2pn2/3p1pN1/3P1Pp1/1PPBP1P1/PK5Q/8,game6_frame_022716.png,game6_frame_022716.png
4q3/p1pb2k1/1p2pn2/3p1pN1/3P1Pp1/1PPBP1P1/PK2Q3/8,game6_frame_023292.png,game6_frame_023292.png
4q3/2pb2k1/1p2pn2/p2p1pN1/3P1Pp1/1PPBP1P1/PK2Q3/8,game6_frame_023748.png,game6_frame_023748.png
4q3/2pb2k1/1p2pn2/p2p1pN1/P2P1Pp1/1PPBP1P1/1K2Q3/8,game6_frame_024012.png,game6_frame_024012.png
4q3/2pb2k1/1p2p3/p2p1pNn/P2P1Pp1/1PPBP1P1/1K2Q3/8,game6_frame_024520.png,game6_frame_024520.png
4q3/2pb2k1/1p2p3/p2p1pNn/P2P1Pp1/1PPBP1P1/1K5Q/8,game6_frame_024952.png,game6_frame_024952.png
4q3/3b2k1/1pp1p3/p2p1pNn/P2P1Pp1/1PPBP1P1/1K5Q/8,game6_frame_025332.png,game6_frame_025332.png
4q3/3b2k1/1pp1p3/p2p1pNn/P2P1PpQ/1PPBP1P1/1K6/8,game6_frame_027248.png,game6_frame_027248.png
4q3/3b2k1/1pp1pn2/p2p1pN1/P2P1PpQ/1PPBP1P1/1K6/8,game6_frame_027448.png,game6_frame_027448.png
4q3/3b2k1/1pp1pn2/p2p1pN1/P2P1Pp1/1PPBP1P1/1K5Q/8,game6_frame_028008.png,game6_frame_028008.png
7q/3b2k1/1pp1pn2/p2p1pN1/P2P1Pp1/1PPBP1P1/1K5Q/8,game6_frame_028320.png,game6_frame_028320.png
7q/3b2k1/1pp1pn2/p2p1pN1/P2P1Pp1/1PPBP1P1/1K4Q1/8,game6_frame_028904.png,game6_frame_028904.png
7q/3b2k1/2p1pn2/pp1p1pN1/P2P1Pp1/1PPBP1P1/1K4Q1/8,game6_frame_029012.png,game6_frame_029012.png
7q/3b2k1/2p1pn2/pP1p1pN1/3P1Pp1/1PPBP1P1/1K4Q1/8,game6_frame_029716.png,game6_frame_029716.png
7q/3b2k1/4pn2/pp1p1pN1/3P1Pp1/1PPBP1P1/1K2Q3/8,game6_frame_030460.png,game6_frame_030460.png
7q/3b2k1/4pn2/p2p1pN1/1p1P1Pp1/1PPBP1P1/1K2Q3/8,game6_frame_030504.png,game6_frame_030504.png
7q/3b2k1/4pn2/p2p1pN1/1pPP1Pp1/1P1BP1P1/1K2Q3/8,game6_frame_030592.png,game6_frame_030592.png
q7/3b2k1/4pn2/3p1pN1/ppPP1Pp1/1P1BP1P1/1K6/5Q2,game6_frame_031776.png,game6_frame_031776.png
q7/3b2k1/4pn2/3p1pN1/ppPP1Pp1/1P1BP1P1/1K6/Q7,game6_frame_031792.png,game6_frame_031792.png
q7/3b2k1/4pn2/5pN1/pppP1Pp1/1P1BP1P1/1K6/Q7,game6_frame_031880.png,game6_frame_031880.png
q7/3b2k1/4pn2/5pN1/ppBP1Pp1/1P2P1P1/1K6/Q7,game6_frame_032060.png,game6_frame_032060.png
8/3b2k1/4pn2/5pN1/ppBP1Pp1/1P2P1P1/6q1/QK6,game6_frame_032104.png,game6_frame_032104.png
8/3b2k1/4pn2/5pN1/ppBP1Pp1/1P2P1P1/K7/Q5q1,game6_frame_032224.png,game6_frame_032224.png
8/3b2k1/4pn2/5pN1/ppBP1Pp1/1P2q1P1/K7/Q7,game6_frame_032440.png,game6_frame_032440.png
8/3b2k1/4pn2/5pN1/ppBP1Pp1/1P2q1P1/K7/7Q,game6_frame_032832.png,game6_frame_032832.png
8/3b2k1/4pn2/5pN1/ppBP1Pp1/1P4P1/K2q4/7Q,game6_frame_032968.png,game6_frame_032968.png
8/3b2k1/4pn2/5pN1/ppBP1Pp1/1P4P1/3q4/1K5Q,game6_frame_033252.png,game6_frame_033252.png
8/3b2k1/4pn2/5pN1/1pBP1Pp1/pP4P1/3q4/1K5Q,game6_frame_033372.png,game6_frame_033372.png
8/1Q4k1/4bn2/5p2/1pBP1Pp1/pP4P1/3q4/1K6,game6_frame_033648.png,game6_frame_033648.png
8/1Q1b2k1/5n2/5p2/1pBP1Pp1/pP4P1/3q4/1K6,game6_frame_033700.png,game6_frame_033700.png
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,game7_frame_000172.png,game7_frame_000172.png
rnbqkb1r/pppppppp/5n2/8/3P1B2/8/PPP1PPPP/RN1QKBNR,game7_frame_000708.png,game7_frame_000708.png
rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/4P3/PPP2PPP/RN1QKBNR,game7_frame_000748.png,game7_frame_000748.png
rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/4P3/PPP2PPP/RN1QKBNR,game7_frame_000760.png,game7_frame_000760.png
rnbqk2r/ppp2ppp/3bpn2/3p4/3P1B2/4PN2/PPPN1PPP/R2QKB1R,game7_frame_000912.png,game7_frame_000912.png
rnbqk2r/pp3ppp/2pbpn2/3p4/3P1B2/4PN2/PPPN1PPP/R2QKB1R,game7_frame_000956.png,game7_frame_000956.png
rnbqk2r/pp3ppp/2pbpn2/3p4/3P4/4PNB1/PPPN1PPP/R2QKB1R,game7_frame_001048.png,game7_frame_001048.png
rnb1k2r/ppq2ppp/2pbpn2/3p4/3P4/4PNB1/PPPN1PPP/R2QKB1R,game7_frame_001196.png,game7_frame_001196.png
rnb1k2r/ppq2ppp/2pbpn2/3pN3/3P4/4P1B1/PPPN1PPP/R2QKB1R,game7_frame_001792.png,game7_frame_001792.png
r1b1k2r/ppqn1ppp/2pbpn2/3pN3/3P1P2/4P1B1/PPPN2PP/R2QKB1R,game7_frame_001880.png,game7_frame_001880.png
r1b1k2r/p1qn1ppp/1ppbpn2/3pN3/3P1P2/4P1B1/PPPN2PP/R2QKB1R,game7_frame_001916.png,game7_frame_001916.png
r1b1k2r/p1qn1ppp/1ppbpn2/3pN3/3P1P2/2P1P1B1/PP1N2PP/R2QKB1R,game7_frame_001992.png,game7_frame_001992.png
r1b1k2r/2qn1ppp/1ppbpn2/p2pN3/3P1P2/2P1P1B1/PP1N2PP/R2QKB1R,game7_frame_002348.png,game7_frame_002348.png
r1b1k2r/2qn1ppp/1ppbpn2/p2pN3/3P1P2/2PBP1B1/PP1N2PP/R2QK2R,game7_frame_002700.png,game7_frame_002700.png
r3k2r/2qn1ppp/bppbpn2/p2pN3/3P1P2/2PBP1B1/PP1N2PP/R2QK2R,game7_frame_002900.png,game7_frame_002900.png
r3k2r/2qn1ppp/bppbpn2/p2pN3/3P1P2/2P1P1B1/PPBN2PP/R2QK2R,game7_frame_003076.png,game7_frame_003076.png
r4rk1/2qn1ppp/bppbpn2/p2pN3/3P1P2/2P1P1B1/PPBN2PP/R2QK2R,game7_frame_003400.png,game7_frame_003400.png
r4rk1/2qn1ppp/bppbpn2/p2pN3/3P1P2/2P1PQB1/PPBN2PP/R3K2R,game7_frame_004516.png,game7_frame_004516.png
r4rk1/2qn1ppp/bp1bpn2/p1ppN3/3P1P2/2P1PQB1/PPBN2PP/R3K2R,game7_frame_004752.png,game7_frame_004752.png
r4rk1/2qn1ppp/bp1bpn2/p1ppN3/3P1P1B/2P1PQ2/PPBN2PP/R3K2R,game7_frame_004952.png,game7_frame_004952.png
r4rk1/2qn1ppp/bp1bpn2/p2pN3/3p1P1B/2P1PQ2/PPBN2PP/R3K2R,game7_frame_006944.png,game7_frame_006944.png
r4rk1/2qn1ppp/bp1bpn2/p2pN3/3P1P1B/2P2Q2/PPBN2PP/R3K2R,game7_frame_007040.png,game7_frame_007040.png
r4rk1/2qn1p1p/bp1bpnp1/p2pN3/3P1P1B/2P2Q2/PPBN2PP/R3K2R,game7_frame_007600.png,game7_frame_007600.png
r4rk1/2qn1p1p/bp1bpnp1/p2pN3/3P1P1B/2P4Q/PPBN2PP/R3K2R,game7_frame_012180.png,game7_frame_012180.png
r1r3k1/2qn1p1p/bp1bpnp1/p2pN3/3P1P1B/2P4Q/PPBN2PP/R3K2R,game7_frame_014272.png,game7_frame_014272.png
r1r3k1/2qn1p1p/bp1bpnp1/p2pN3/3P1PPB/2P4Q/PPBN3P/R3K2R,game7_frame_015144.png,game7_frame_015144.png
r1r3k1/2qn1p1p/b2bpnp1/pp1pN3/3P1PPB/2P4Q/PPBN3P/R3K2R,game7_frame_016032.png,game7_frame_016032.png
r1r3k1/2qn1p1p/b2bpnp1/pp1pN3/3P1PPB/2P4Q/PPBN3P/R4RK1,game7_frame_016920.png,game7_frame_016920.png
